PHRASE	WORDS_COUNT	FREQUENCY	SYNSETS
slimly	1	1	458270 all
slower	1	1	86621 all
smugly	1	1	459345 all
solely	1	1	8600 all
sourly	1	1	462718 all
steady	1	1	174491 all
subtly	1	1	470354 all
surely	1	1	144722 all
tamely	1	1	473698 all
tandem	1	1	257634 all
tartly	1	1	473941 all
tautly	1	1	474656 all
though	1	1	119139 all
thrice	1	1	257784 all
thusly	1	1	121135 all
tidily	1	1	401183 all
timely	1	1	273752 all
tiptoe	1	1	479193 all
trimly	1	1	464620 all
unduly	1	1	487759 all
uptown	1	1	187764 all
vainly	1	1	167920 all
vastly	1	1	5779 all
verily	1	1	492745 all
vilely	1	1	493148 all
vivace	1	1	493414 all
warily	1	1	226133 all
weakly	1	1	177483 all
weekly	1	1	81591 all
whence	1	1	495309 all
wholly	1	1	8007 all
wisely	1	1	201570 all
within	1	1	110815 all
yearly	1	1	81737 all
yonder	1	1	82308 all
zigzag	1	1	498068 all
abreast	1	1	250484 all
affably	1	1	220052 all
agilely	1	1	189615 all
aground	1	1	270011 all
alertly	1	1	270292 all
allegro	1	1	270713 all
already	1	1	31798 all
amiably	1	1	220052 all
andante	1	1	267812 all
angrily	1	1	227323 all
anymore	1	1	31606 all
anyways	1	1	26571 all
asunder	1	1	180944 all
audibly	1	1	268797 all
aurally	1	1	76681 all
axially	1	1	76820 all
balmily	1	1	303930 all
bawdily	1	1	278188 all
beastly	1	1	269032 all
beneath	1	1	80039 all
betimes	1	1	100592 all
betwixt	1	1	498387 all
blandly	1	1	183716 all
blankly	1	1	279278 all
bleakly	1	1	175255 all
bluffly	1	1	279523 all
bluntly	1	1	279523 all
boiling	1	1	3846 all
bonnily	1	1	498933 all
boylike	1	1	269881 all
brashly	1	1	284319 all
bravely	1	1	172980 all
briskly	1	1	280283 all
buxomly	1	1	237278 all
cannily	1	1	430261 all
capably	1	1	185172 all
charily	1	1	282364 all
chiefly	1	1	73897 all
civilly	1	1	337892 all
closest	1	1	408021 all
collect	1	1	253794 all
counter	1	1	293253 all
crazily	1	1	80890 all
crisply	1	1	211651 all
crossly	1	1	293650 all
dandily	1	1	503669 all
daylong	1	1	304787 all
dazedly	1	1	298062 all
deadpan	1	1	157210 all
deathly	1	1	254527 all
dingily	1	1	500226 all
dizzily	1	1	82923 all
dottily	1	1	303930 all
dowdily	1	1	322255 all
eagerly	1	1	200777 all
equably	1	1	329768 all
erectly	1	1	330203 all
express	1	1	334790 all
faddily	1	1	335706 all
faintly	1	1	70366 all
fastest	1	1	86685 all
fatally	1	1	506577 all
fierily	1	1	339599 all
fifthly	1	1	339866 all
firstly	1	1	102736 all
fishily	1	1	437246 all
fixedly	1	1	340715 all
fleetly	1	1	53274 all
focally	1	1	93731 all
forrard	1	1	74641 all
frankly	1	1	314835 all
fucking	1	1	32705 all
fugally	1	1	29278 all
funnily	1	1	437381 all
fussily	1	1	179579 all
gaudily	1	1	347009 all
giddily	1	1	82923 all
goddamn	1	1	349967 all
grandly	1	1	350393 all
greatly	1	1	56539 all
greenly	1	1	242961 all
grossly	1	1	6034 all
gruffly	1	1	352238 all
halfway	1	1	255415 all
hastily	1	1	206479 all
hotfoot	1	1	206867 all
huffily	1	1	359095 all
humanly	1	1	142662 all
huskily	1	1	358200 all
ideally	1	1	195428 all
ignobly	1	1	303789 all
inanely	1	1	201893 all
indoors	1	1	110533 all
inshore	1	1	258468 all
insofar	1	1	98959 all
irately	1	1	382402 all
jocular	1	1	384387 all
leeward	1	1	95195 all
legibly	1	1	362276 all
licitly	1	1	363218 all
lividly	1	1	392361 all
loftily	1	1	392432 all
longest	1	1	392782 all
loyally	1	1	316103 all
lucidly	1	1	389595 all
luckily	1	1	42254 all
luridly	1	1	393538 all
lustily	1	1	246190 all
mangily	1	1	395119 all
merrily	1	1	50297 all
messily	1	1	400998 all
midmost	1	1	259303 all
midweek	1	1	402217 all
moistly	1	1	297741 all
monthly	1	1	254978 all
moodily	1	1	403513 all
moonily	1	1	322757 all
naively	1	1	406157 all
nasally	1	1	143367 all
nastily	1	1	407053 all
nattily	1	1	407419 all
nearest	1	1	408021 all
nervily	1	1	284319 all
nighest	1	1	408021 all
nightly	1	1	410210 all
noisily	1	1	229255 all
nonstop	1	1	410620 all
notably	1	1	139266 all
nothing	1	1	24257 all
nowhere	1	1	25464 all
nuttily	1	1	303930 all
o'clock	1	1	197182 all
offside	1	1	413573 all
oftener	1	1	35255 all
onshore	1	1	140168 all
onstage	1	1	259775 all
onwards	1	1	67265 all
outward	1	1	258677 all
oversea	1	1	416084 all
overtly	1	1	78558 all
passing	1	1	46299 all
penally	1	1	435951 all
perhaps	1	1	300247 all
perkily	1	1	420260 all
pettily	1	1	421403 all
piously	1	1	310393 all
pithily	1	1	424937 all
plaguey	1	1	425330 all
privily	1	1	277064 all
prosily	1	1	433791 all
proudly	1	1	189846 all
quicker	1	1	86528 all
rapidly	1	1	85811 all
regally	1	1	440412 all
rightly	1	1	205375 all
rigidly	1	1	194578 all
riskily	1	1	444198 all
roaring	1	1	444324 all
roomily	1	1	444832 all
rowdily	1	1	445487 all
royally	1	1	125985 all
rurally	1	1	143550 all
saucily	1	1	366490 all
scarily	1	1	345791 all
seaward	1	1	447578 all
shrilly	1	1	50075 all
sidearm	1	1	514968 all
silkily	1	1	454752 all
sixfold	1	1	455508 all
sixthly	1	1	455668 all
skyward	1	1	260919 all
slackly	1	1	179442 all
sleekly	1	1	457884 all
slickly	1	1	238417 all
slowest	1	1	86780 all
snidely	1	1	459905 all
soaking	1	1	461405 all
soberly	1	1	183823 all
someday	1	1	189401 all
someway	1	1	26137 all
soonest	1	1	34641 all
sopping	1	1	461405 all
sparely	1	1	463080 all
spicily	1	1	422944 all
stagily	1	1	465008 all
staidly	1	1	183823 all
steeply	1	1	466131 all
sternly	1	1	241093 all
stonily	1	1	468966 all
stoutly	1	1	203667 all
suavely	1	1	470050 all
sulkily	1	1	470870 all
sunnily	1	1	219325 all
surlily	1	1	284656 all
sweetly	1	1	472323 all
swiftly	1	1	53274 all
tacitly	1	1	473021 all
talkily	1	1	392875 all
tattily	1	1	334210 all
tenfold	1	1	246455 all
tensely	1	1	173790 all
tenthly	1	1	475977 all
tepidly	1	1	389804 all
tersely	1	1	474902 all
testily	1	1	216592 all
thereby	1	1	121002 all
therein	1	1	240707 all
thereon	1	1	468127 all
thereto	1	1	468219 all
thirdly	1	1	102986 all
thither	1	1	109328 all
timidly	1	1	228910 all
tip-top	1	1	479108 all
tiredly	1	1	90424 all
tonight	1	1	79499 all
totally	1	1	8007 all
toughly	1	1	479965 all
tritely	1	1	481199 all
twofold	1	1	482373 all
unmanly	1	1	390816 all
untruly	1	1	489792 all
upriver	1	1	97108 all
upstage	1	1	264027 all
upstate	1	1	173246 all
usually	1	1	106921 all
utterly	1	1	8997 all
vaguely	1	1	232600 all
validly	1	1	492050 all
vapidly	1	1	492168 all
venally	1	1	314597 all
vitally	1	1	90551 all
vividly	1	1	245843 all
vocally	1	1	128660 all
volubly	1	1	284012 all
wackily	1	1	303930 all
wearily	1	1	90424 all
weirdly	1	1	192768 all
windily	1	1	492543 all
wittily	1	1	496681 all
wordily	1	1	492543 all
zestily	1	1	497917 all
abjectly	1	1	264339 all
abruptly	1	1	61528 all
absently	1	1	66190 all
absurdly	1	1	301039 all
actively	1	1	79617 all
adorably	1	1	265298 all
adroitly	1	1	56054 all
aerially	1	1	202718 all
alfresco	1	1	110659 all
amicably	1	1	262552 all
amorally	1	1	364623 all
anyplace	1	1	25290 all
anywhere	1	1	25290 all
ardently	1	1	265782 all
arguably	1	1	5343 all
astutely	1	1	272587 all
atonally	1	1	236668 all
bareback	1	1	277970 all
barefoot	1	1	278078 all
benignly	1	1	278493 all
bitingly	1	1	422435 all
blithely	1	1	50297 all
bloodily	1	1	269488 all
boringly	1	1	215048 all
boyishly	1	1	269881 all
brazenly	1	1	76948 all
breezily	1	1	280168 all
brightly	1	1	77168 all
brutally	1	1	201195 all
candidly	1	1	314835 all
carnally	1	1	430447 all
caudally	1	1	505521 all
causally	1	1	505639 all
chastely	1	1	283873 all
chattily	1	1	284012 all
cheekily	1	1	284319 all
cheerily	1	1	219325 all
chirpily	1	1	280730 all
chorally	1	1	135998 all
clammily	1	1	499448 all
cleverly	1	1	187455 all
clumsily	1	1	190359 all
coarsely	1	1	190709 all
commonly	1	1	106921 all
convexly	1	1	499711 all
covertly	1	1	78445 all
craftily	1	1	293926 all
creakily	1	1	303376 all
credibly	1	1	296131 all
culpably	1	1	303647 all
cursedly	1	1	297563 all
cussedly	1	1	198845 all
damnably	1	1	297563 all
demurely	1	1	299603 all
deucedly	1	1	46639 all
devilish	1	1	302120 all
devoutly	1	1	310393 all
dingdong	1	1	91032 all
distally	1	1	176253 all
divinely	1	1	190075 all
doggedly	1	1	235701 all
dorsally	1	1	83080 all
downtown	1	1	187852 all
downward	1	1	95320 all
dreamily	1	1	322757 all
drearily	1	1	316734 all
drippily	1	1	396200 all
dripping	1	1	461405 all
drowsily	1	1	323049 all
earliest	1	1	34641 all
easterly	1	1	324235 all
eastward	1	1	324135 all
enviably	1	1	3925 all
etcetera	1	1	103664 all
expertly	1	1	214289 all
facially	1	1	136188 all
faultily	1	1	338292 all
feasibly	1	1	428572 all
fervidly	1	1	339599 all
feudally	1	1	141587 all
filthily	1	1	312377 all
finitely	1	1	225119 all
fiscally	1	1	131429 all
fitfully	1	1	340621 all
flabbily	1	1	340813 all
flexibly	1	1	341305 all
flimsily	1	1	341602 all
floridly	1	1	500556 all
fluently	1	1	342110 all
forcibly	1	1	342624 all
formerly	1	1	118965 all
forrader	1	1	67265 all
forsooth	1	1	38264 all
fourfold	1	1	344500 all
fourthly	1	1	344771 all
frigidly	1	1	346027 all
friskily	1	1	346302 all
frostily	1	1	346027 all
frothily	1	1	346592 all
frugally	1	1	345457 all
frumpily	1	1	322255 all
futilely	1	1	31214 all
garishly	1	1	347009 all
genially	1	1	220052 all
gibingly	1	1	347860 all
gingerly	1	1	347990 all
globally	1	1	128882 all
gloomily	1	1	232314 all
glossily	1	1	349199 all
greasily	1	1	350819 all
greedily	1	1	276391 all
grubbily	1	1	500226 all
grumpily	1	1	293650 all
grungily	1	1	500226 all
guiltily	1	1	352337 all
heatedly	1	1	355291 all
hereupon	1	1	356412 all
herewith	1	1	255614 all
hitherto	1	1	27918 all
hoarsely	1	1	358200 all
homeward	1	1	98605 all
horribly	1	1	56340 all
horridly	1	1	356765 all
humanely	1	1	359302 all
hungrily	1	1	360054 all
impishly	1	1	367106 all
innately	1	1	375673 all
insomuch	1	1	379233 all
intently	1	1	90897 all
inwardly	1	1	230189 all
jaggedly	1	1	438846 all
jauntily	1	1	407547 all
jejunely	1	1	383798 all
jocosely	1	1	384387 all
jovially	1	1	384676 all
joyfully	1	1	348247 all
joyously	1	1	348247 all
landward	1	1	385822 all
langsyne	1	1	385946 all
latterly	1	1	107416 all
laudably	1	1	218886 all
limpidly	1	1	389595 all
lineally	1	1	391671 all
linearly	1	1	129532 all
longways	1	1	388209 all
longwise	1	1	388209 all
lovingly	1	1	229074 all
malignly	1	1	394956 all
manfully	1	1	390576 all
manually	1	1	124702 all
markedly	1	1	161294 all
maturely	1	1	383972 all
meagerly	1	1	396699 all
meagrely	1	1	396699 all
meantime	1	1	64946 all
medially	1	1	398528 all
mellowly	1	1	398843 all
menially	1	1	400398 all
mentally	1	1	228724 all
middling	1	1	35718 all
midships	1	1	402030 all
minutely	1	1	402555 all
modestly	1	1	239215 all
modishly	1	1	6858 all
morbidly	1	1	403667 all
moreover	1	1	29367 all
morosely	1	1	403807 all
mortally	1	1	404073 all
motherly	1	1	396055 all
movingly	1	1	36515 all
mulishly	1	1	198845 all
multiply	1	1	83666 all
musingly	1	1	405519 all
mutually	1	1	405645 all
narrowly	1	1	221429 all
ninefold	1	1	410317 all
normally	1	1	106921 all
nowadays	1	1	48475 all
obtusely	1	1	323315 all
odiously	1	1	309632 all
off-hand	1	1	259467 all
offshore	1	1	140049 all
ofttimes	1	1	35058 all
opaquely	1	1	413725 all
opposite	1	1	44861 all
ornately	1	1	207578 all
outdoors	1	1	110659 all
outwards	1	1	258677 all
overleaf	1	1	415866 all
overmuch	1	1	415963 all
overside	1	1	416191 all
overtime	1	1	259994 all
owlishly	1	1	416297 all
pallidly	1	1	417139 all
palpably	1	1	161420 all
passably	1	1	35718 all
patchily	1	1	417884 all
patently	1	1	39318 all
perforce	1	1	260088 all
phonemic	1	1	131965 all
pitiably	1	1	418223 all
plaguily	1	1	425330 all
pluckily	1	1	426877 all
politely	1	1	218479 all
popishly	1	1	427473 all
potently	1	1	427944 all
powerful	1	1	32299 all
precious	1	1	429274 all
prettily	1	1	431396 all
prissily	1	1	431649 all
provably	1	1	308559 all
pryingly	1	1	434764 all
queasily	1	1	437102 all
quickest	1	1	86685 all
racially	1	1	130129 all
radially	1	1	438582 all
rakishly	1	1	221130 all
randomly	1	1	70765 all
rattling	1	1	31899 all
ravingly	1	1	439472 all
readably	1	1	362276 all
rearward	1	1	74407 all
recently	1	1	107416 all
reflexly	1	1	191776 all
reliably	1	1	223395 all
ritually	1	1	220669 all
robustly	1	1	444386 all
rottenly	1	1	55101 all
rotundly	1	1	445187 all
ruefully	1	1	217998 all
ruggedly	1	1	500990 all
sacredly	1	1	178460 all
scantily	1	1	73763 all
scienter	1	1	238064 all
scurvily	1	1	397720 all
seawards	1	1	447578 all
secondly	1	1	102881 all
sedately	1	1	448066 all
sensibly	1	1	215811 all
serenely	1	1	450234 all
serially	1	1	126427 all
seriatim	1	1	235634 all
shaggily	1	1	451024 all
shiftily	1	1	452213 all
shoddily	1	1	452498 all
shrewdly	1	1	272587 all
sideward	1	1	453939 all
silently	1	1	112090 all
skimpily	1	1	456103 all
skywards	1	1	260919 all
slangily	1	1	456954 all
sleepily	1	1	457998 all
sloppily	1	1	458610 all
smarmily	1	1	485765 all
smuttily	1	1	459521 all
sneakily	1	1	471757 all
snootily	1	1	460134 all
solemnly	1	1	189960 all
somberly	1	1	461152 all
sombrely	1	1	461152 all
sometime	1	1	21702 all
someways	1	1	26137 all
sordidly	1	1	461506 all
sou'west	1	1	462110 all
sparsely	1	1	463245 all
speedily	1	1	85811 all
spinally	1	1	136377 all
spirally	1	1	464044 all
spookily	1	1	325802 all
sprucely	1	1	6858 all
staccato	1	1	388094 all
stanchly	1	1	466005 all
steaming	1	1	422842 all
stepwise	1	1	216278 all
stickily	1	1	466457 all
stingily	1	1	466835 all
stockily	1	1	468739 all
stodgily	1	1	469473 all
stolidly	1	1	216387 all
stormily	1	1	34945 all
stuffily	1	1	469473 all
stupidly	1	1	175344 all
sturdily	1	1	469726 all
suitably	1	1	139508 all
sullenly	1	1	242321 all
sultrily	1	1	449441 all
superbly	1	1	183090 all
tangibly	1	1	473835 all
tawdrily	1	1	347009 all
tenderly	1	1	475845 all
tetchily	1	1	476116 all
therefor	1	1	44076 all
tomorrow	1	1	479275 all
torpidly	1	1	298062 all
touchily	1	1	479850 all
trepidly	1	1	478991 all
trickily	1	1	293926 all
turgidly	1	1	269726 all
underarm	1	1	486800 all
uneasily	1	1	185970 all
unfairly	1	1	285266 all
uniquely	1	1	175490 all
unitedly	1	1	116588 all
unjustly	1	1	205561 all
unkindly	1	1	4567 all
untidily	1	1	400998 all
untimely	1	1	429964 all
unwarily	1	1	226257 all
unwisely	1	1	201733 all
uppishly	1	1	460134 all
upstream	1	1	97108 all
upwardly	1	1	96333 all
urbanely	1	1	491150 all
urgently	1	1	72849 all
usefully	1	1	491292 all
vacantly	1	1	491705 all
variably	1	1	492269 all
verbatim	1	1	257864 all
viscidly	1	1	466457 all
visually	1	1	133140 all
vulgarly	1	1	459521 all
westward	1	1	324022 all
whacking	1	1	494756 all
wheezily	1	1	494827 all
wherever	1	1	495377 all
whopping	1	1	495446 all
wickedly	1	1	144586 all
wilfully	1	1	496127 all
windward	1	1	95063 all
woefully	1	1	93270 all
wondrous	1	1	183090 all
woodenly	1	1	194362 all
worthily	1	1	497129 all
abaxially	1	1	512503 all
abusively	1	1	55739 all
abysmally	1	1	55101 all
adamantly	1	1	177174 all
adaxially	1	1	512597 all
admirably	1	1	218886 all
adoringly	1	1	55949 all
adversely	1	1	261102 all
advisedly	1	1	62330 all
afterward	1	1	61203 all
agreeably	1	1	219110 all
aimlessly	1	1	205808 all
all-fired	1	1	25144 all
allegedly	1	1	154307 all
allowably	1	1	86926 all
alongside	1	1	250056 all
amazingly	1	1	213301 all
amidships	1	1	402030 all
amorously	1	1	267950 all
amusingly	1	1	94177 all
anciently	1	1	5210 all
anxiously	1	1	185970 all
arduously	1	1	274268 all
asexually	1	1	73546 all
ashamedly	1	1	266393 all
assuredly	1	1	266812 all
astraddle	1	1	275974 all
austerely	1	1	276279 all
awkwardly	1	1	194737 all
baby-like	1	1	510393 all
baby-wise	1	1	510393 all
balefully	1	1	277329 all
banefully	1	1	277435 all
bashfully	1	1	228910 all
basically	1	1	3483 all
belatedly	1	1	100267 all
bestially	1	1	280427 all
blatantly	1	1	253498 all
blessedly	1	1	3771 all
boorishly	1	1	279763 all
broadside	1	1	453422 all
broadwise	1	1	280042 all
brotherly	1	1	289088 all
brusquely	1	1	279523 all
brutishly	1	1	280427 all
buoyantly	1	1	280730 all
callously	1	1	238529 all
cap-a-pie	1	1	251706 all
centrally	1	1	114750 all
certainly	1	1	144722 all
chintzily	1	1	466835 all
chop-chop	1	1	85811 all
clockwise	1	1	254369 all
cloyingly	1	1	253713 all
coastward	1	1	447511 all
coastwise	1	1	286166 all
coaxingly	1	1	286265 all
comically	1	1	81375 all
complexly	1	1	513098 all
concavely	1	1	499823 all
concisely	1	1	289860 all
conically	1	1	290527 all
connubial	1	1	499521 all
copiously	1	1	214554 all
cordially	1	1	219855 all
correctly	1	1	203922 all
corruptly	1	1	500015 all
crookedly	1	1	240954 all
crosstown	1	1	293824 all
crossways	1	1	272844 all
crucially	1	1	292934 all
currently	1	1	48268 all
currishly	1	1	303789 all
cursively	1	1	513173 all
cursorily	1	1	290935 all
cuttingly	1	1	370154 all
cynically	1	1	290622 all
dashingly	1	1	304672 all
decidedly	1	1	36935 all
defiantly	1	1	198661 all
deviously	1	1	310169 all
devotedly	1	1	310290 all
diffusely	1	1	190466 all
direfully	1	1	312252 all
distantly	1	1	319635 all
diversely	1	1	52231 all
dolefully	1	1	321165 all
doltishly	1	1	175344 all
doubtless	1	1	79107 all
downfield	1	1	97358 all
downright	1	1	97522 all
downriver	1	1	97231 all
downstage	1	1	264179 all
downwards	1	1	95320 all
drop-dead	1	1	46449 all
drunkenly	1	1	199220 all
dutifully	1	1	323519 all
earnestly	1	1	165018 all
eastwards	1	1	324135 all
elsewhere	1	1	85002 all
eminently	1	1	328378 all
emulously	1	1	328539 all
enjoyably	1	1	219110 all
enviously	1	1	303177 all
equitably	1	1	329878 all
erstwhile	1	1	118965 all
eruditely	1	1	330337 all
eternally	1	1	87542 all
ethically	1	1	330505 all
evasively	1	1	330989 all
evidently	1	1	39318 all
excitedly	1	1	153977 all
excusably	1	1	333096 all
expressly	1	1	85512 all
extempore	1	1	335182 all
factually	1	1	148627 all
faddishly	1	1	335706 all
fatefully	1	1	338151 all
fatuously	1	1	201893 all
favorably	1	1	230444 all
federally	1	1	123819 all
feelingly	1	1	339029 all
feetfirst	1	1	245305 all
fervently	1	1	339599 all
firsthand	1	1	340403 all
fittingly	1	1	139508 all
flip-flap	1	1	341724 all
foolishly	1	1	201733 all
forlornly	1	1	343250 all
forthwith	1	1	48739 all
fretfully	1	1	346185 all
frontally	1	1	141692 all
frontward	1	1	74641 all
full-time	1	1	252629 all
fulsomely	1	1	485765 all
furtively	1	1	106170 all
gainfully	1	1	346715 all
gallantly	1	1	284489 all
genteelly	1	1	347602 all
girlishly	1	1	107895 all
glacially	1	1	141902 all
glaringly	1	1	142002 all
gleefully	1	1	348247 all
glissando	1	1	348592 all
glowingly	1	1	349719 all
goddamned	1	1	349967 all
gradually	1	1	107987 all
gratingly	1	1	350521 all
gropingly	1	1	351456 all
grouchily	1	1	293650 all
guardedly	1	1	292503 all
gushingly	1	1	352482 all
haggardly	1	1	502987 all
half-time	1	1	252740 all
haltingly	1	1	213116 all
haphazard	1	1	353178 all
harmfully	1	1	309875 all
hatefully	1	1	354244 all
haughtily	1	1	174623 all
headfirst	1	1	354527 all
healthily	1	1	182522 all
heedfully	1	1	153681 all
heinously	1	1	355747 all
hellishly	1	1	132532 all
helpfully	1	1	183998 all
hereabout	1	1	108366 all
hideously	1	1	356765 all
homewards	1	1	98605 all
horseback	1	1	2436 all
hostilely	1	1	242478 all
hurriedly	1	1	206479 all
illegally	1	1	154536 all
illegibly	1	1	362455 all
immensely	1	1	5779 all
immorally	1	1	364623 all
immovably	1	1	364221 all
immutably	1	1	482810 all
impiously	1	1	366975 all
impromptu	1	1	88655 all
inaudibly	1	1	268909 all
incognito	1	1	370260 all
indelibly	1	1	371651 all
ineffably	1	1	371853 all
inexactly	1	1	368481 all
initially	1	1	103194 all
insipidly	1	1	379125 all
intensely	1	1	190959 all
inversely	1	1	175919 all
invisibly	1	1	382151 all
jarringly	1	1	383563 all
jeeringly	1	1	347860 all
jestingly	1	1	384207 all
joylessly	1	1	348450 all
killingly	1	1	385216 all
knavishly	1	1	293926 all
knee-deep	1	1	258796 all
knee-high	1	1	258796 all
knowingly	1	1	237636 all
landwards	1	1	385822 all
languidly	1	1	386050 all
lastingly	1	1	66100 all
laughably	1	1	387017 all
lawlessly	1	1	154536 all
learnedly	1	1	330337 all
leastways	1	1	104661 all
leastwise	1	1	104661 all
leisurely	1	1	104990 all
lengthily	1	1	65575 all
leniently	1	1	387254 all
lexically	1	1	136663 all
limitedly	1	1	130758 all
lingually	1	1	130833 all
lispingly	1	1	392174 all
literatim	1	1	511729 all
longingly	1	1	389421 all
lustfully	1	1	393903 all
lyrically	1	1	394020 all
magically	1	1	129788 all
martially	1	1	500915 all
massively	1	1	395574 all
mawkishly	1	1	396200 all
maximally	1	1	396363 all
medically	1	1	124792 all
memorably	1	1	399533 all
mincingly	1	1	402278 all
mindfully	1	1	153681 all
minimally	1	1	396529 all
miserably	1	1	402938 all
musically	1	1	405269 all
naughtily	1	1	16678 all
needfully	1	1	408205 all
nevermore	1	1	409597 all
nominally	1	1	125012 all
nor'-east	1	1	411661 all
nor'-west	1	1	411755 all
northeast	1	1	411661 all
northerly	1	1	244043 all
northward	1	1	244043 all
northwest	1	1	411755 all
noxiously	1	1	309875 all
obscurely	1	1	247084 all
obviously	1	1	39318 all
ominously	1	1	237423 all
onerously	1	1	413649 all
optically	1	1	133041 all
optimally	1	1	414160 all
opulently	1	1	414884 all
palatably	1	1	416763 all
palmately	1	1	23169 all
part-time	1	1	252740 all
partially	1	1	7703 all
passively	1	1	79748 all
patiently	1	1	173644 all
peaceably	1	1	418712 all
peevishly	1	1	419144 all
pell-mell	1	1	163991 all
pensively	1	1	419576 all
pettishly	1	1	216592 all
piecemeal	1	1	422281 all
piggishly	1	1	422619 all
pinnately	1	1	422735 all
piquantly	1	1	422944 all
piteously	1	1	424862 all
pitifully	1	1	425087 all
pityingly	1	1	238281 all
pizzicato	1	1	423378 all
plausibly	1	1	296131 all
playfully	1	1	425582 all
plenarily	1	1	425872 all
pointedly	1	1	4038 all
pompously	1	1	232744 all
popularly	1	1	188669 all
post-free	1	1	427829 all
post-paid	1	1	427829 all
poutingly	1	1	428173 all
profusely	1	1	214554 all
prudently	1	1	369288 all
prudishly	1	1	434504 all
puckishly	1	1	367106 all
purposely	1	1	62330 all
radiantly	1	1	438741 all
radically	1	1	178342 all
raffishly	1	1	221130 all
rampantly	1	1	439257 all
raspingly	1	1	350521 all
rearwards	1	1	74407 all
rent-free	1	1	260618 all
reputably	1	1	319180 all
reputedly	1	1	441321 all
restfully	1	1	438146 all
restively	1	1	237529 all
reversely	1	1	443646 all
round-arm	1	1	445374 all
routinely	1	1	210935 all
ruinously	1	1	445641 all
sapiently	1	1	272587 all
scorching	1	1	446842 all
scrappily	1	1	287207 all
screakily	1	1	303376 all
seemingly	1	1	39941 all
selfishly	1	1	327089 all
sensually	1	1	449441 all
separably	1	1	449925 all
servilely	1	1	412409 all
sevenfold	1	1	450382 all
seventhly	1	1	450507 all
shallowly	1	1	451438 all
sidewards	1	1	453939 all
similarly	1	1	138060 all
sinuously	1	1	515072 all
sketchily	1	1	455780 all
skilfully	1	1	455933 all
slantways	1	1	457171 all
slantwise	1	1	457171 all
slavishly	1	1	457757 all
slopingly	1	1	457072 all
slouchily	1	1	458836 all
smilingly	1	1	459036 all
sobbingly	1	1	460339 all
someplace	1	1	25559 all
sometimes	1	1	21878 all
somewhere	1	1	25559 all
sottishly	1	1	461941 all
sou'-east	1	1	462016 all
soulfully	1	1	210237 all
southeast	1	1	462016 all
southward	1	1	462954 all
southwest	1	1	462110 all
spaceward	1	1	515228 all
sparingly	1	1	396699 all
spatially	1	1	130549 all
squalidly	1	1	461506 all
staunchly	1	1	466005 all
stiltedly	1	1	466730 all
stoically	1	1	468837 all
strangely	1	1	437381 all
stylishly	1	1	469822 all
sublimely	1	1	470189 all
summarily	1	1	470988 all
supremely	1	1	216485 all
tactfully	1	1	473170 all
tactually	1	1	198403 all
tearfully	1	1	474758 all
teasingly	1	1	474487 all
tediously	1	1	215048 all
tellingly	1	1	475305 all
tenuously	1	1	227681 all
therewith	1	1	468447 all
thermally	1	1	128058 all
thirdhand	1	1	58978 all
threefold	1	1	476680 all
thriftily	1	1	478311 all
tolerably	1	1	55312 all
topically	1	1	135418 all
toppingly	1	1	183090 all
tunefully	1	1	398955 all
typically	1	1	128168 all
unbeknown	1	1	484062 all
uncannily	1	1	484360 all
uncivilly	1	1	338018 all
unclearly	1	1	39217 all
uncouthly	1	1	485620 all
unequally	1	1	332365 all
uniformly	1	1	250153 all
unluckily	1	1	42769 all
unquietly	1	1	229861 all
unusually	1	1	107230 all
uselessly	1	1	491438 all
vacuously	1	1	491820 all
valiantly	1	1	491895 all
variously	1	1	52231 all
ventrally	1	1	83303 all
verbosely	1	1	492543 all
viciously	1	1	201195 all
videlicet	1	1	188510 all
violently	1	1	223859 all
vis-a-vis	1	1	45092 all
waggishly	1	1	494053 all
wealthily	1	1	494455 all
well-nigh	1	1	73033 all
westwards	1	1	324022 all
willfully	1	1	496127 all
willingly	1	1	305283 all
winsomely	1	1	236840 all
wishfully	1	1	496264 all
wistfully	1	1	496382 all
wittingly	1	1	237636 all
wolfishly	1	1	496800 all
worriedly	1	1	496962 all
zealously	1	1	497778 all
zestfully	1	1	497917 all
abnormally	1	1	227171 all
abortively	1	1	264475 all
aboveboard	1	1	314384 all
abstractly	1	1	197947 all
abstrusely	1	1	264759 all
abundantly	1	1	214554 all
acceptably	1	1	55312 all
accusingly	1	1	66418 all
adequately	1	1	369718 all
admiringly	1	1	55859 all
admittedly	1	1	184284 all
affectedly	1	1	66527 all
afterwards	1	1	61203 all
ahorseback	1	1	2436 all
alarmingly	1	1	5674 all
allegretto	1	1	270581 all
animatedly	1	1	263323 all
annoyingly	1	1	3380 all
anteriorly	1	1	265579 all
arrogantly	1	1	266016 all
atypically	1	1	128290 all
bannerlike	1	1	138852 all
barebacked	1	1	277970 all
barefooted	1	1	278078 all
becomingly	1	1	278259 all
beforehand	1	1	67045 all
behindhand	1	1	222479 all
biannually	1	1	279174 all
biennially	1	1	279050 all
binaurally	1	1	207945 all
biradially	1	1	52659 all
blissfully	1	1	274842 all
boastfully	1	1	225672 all
cajolingly	1	1	286265 all
captiously	1	1	281834 all
cavalierly	1	1	282700 all
charitably	1	1	205699 all
charmingly	1	1	236763 all
cheerfully	1	1	230749 all
childishly	1	1	195680 all
churlishly	1	1	284656 all
